brand_encoded,year,price,price_log,transmission_encoded,mileage,mileage_log,fuelType_encoded,tax,tax_log,mpg,mpg_log,engineSize,engineSize_log
1.0,0.01879170513641642,-0.22502727199650982,-0.23019351203315208,-0.07032331321739424,-0.03822139380324268,-0.02262931322024878,0.1520623092164269,-0.056269000296772766,-0.02734368318688934,-0.014458025428765783,0.0023337649444397897,-0.2206250350054596,-0.20610794148533865
0.01879170513641642,1.0,0.49455486280810446,0.6300490338782713,0.14429005272901005,-0.7440696043279651,-0.5986593967944677,0.0777952675725884,0.19745028170827209,0.2889982378177512,-0.1339202346985933,-0.17333195253889264,-0.03950187087322836,-0.04350436940829609
-0.22502727199650982,0.49455486280810446,1.0,0.9159210141775254,0.24298798235425512,-0.41795016859861245,-0.4182779980596235,-0.2259340860417292,0.29680056189813525,0.2930309942361826,-0.2964304351010456,-0.44253723254543054,0.6381685809253447,0.6043465387164619
-0.23019351203315208,0.6300490338782713,0.9159210141775254,1.0,0.25044360322230974,-0.5115076874363116,-0.44494723716538326,-0.266871705997687,0.3160759838635529,0.3298788898465616,-0.24787287810648295,-0.3679612963459135,0.5772160571510109,0.5668549732864915
-0.07032331321739424,0.14429005272901005,0.24298798235425512,0.25044360322230974,1.0,-0.125833801259185,-0.10531392457909758,-0.06191000158047018,0.06958556375781412,0.11054935168548692,-0.10627962173897507,-0.11645773638547322,0.15013585615829633,0.15525536496362197
-0.03822139380324268,-0.7440696043279651,-0.41795016859861245,-0.5115076874363116,-0.125833801259185,1.0,0.6942195433412205,-0.23143917695668836,-0.22083023151630793,-0.2762979806350316,0.1856603656617518,0.22917908295228714,0.10906842540842114,0.12359382829781279
-0.02262931322024878,-0.5986593967944677,-0.4182779980596235,-0.44494723716538326,-0.10531392457909758,0.6942195433412205,1.0,-0.12820038547352783,-0.22648485192504073,-0.2590773463907014,0.2080632454191601,0.26624201713198636,0.015885048792380743,0.024452024926490103
0.1520623092164269,0.0777952675725884,-0.2259340860417292,-0.266871705997687,-0.06191000158047018,-0.23143917695668836,-0.12820038547352783,1.0,0.10403287916500666,0.09435648072685585,-0.23156063797950346,-0.2802888462885677,-0.5115342097731316,-0.5553238100828509
-0.056269000296772766,0.19745028170827209,0.29680056189813525,0.3160759838635529,0.06958556375781412,-0.22083023151630793,-0.22648485192504073,0.10403287916500666,1.0,0.8395094679470851,-0.4501951585232456,-0.5512088557401854,0.2686421826338875,0.24296572513082748
-0.02734368318688934,0.2889982378177512,0.2930309942361826,0.3298788898465616,0.11054935168548692,-0.2762979806350316,-0.2590773463907014,0.09435648072685585,0.8395094679470851,1.0,-0.45860137212194907,-0.513313168730983,0.19095954318976555,0.18555757315211263
-0.014458025428765783,-0.1339202346985933,-0.2964304351010456,-0.24787287810648295,-0.10627962173897507,0.1856603656617518,0.2080632454191601,-0.23156063797950346,-0.4501951585232456,-0.45860137212194907,1.0,0.8906957098793699,-0.2482567207979925,-0.24398609351954295
0.0023337649444397897,-0.17333195253889264,-0.44253723254543054,-0.3679612963459135,-0.11645773638547322,0.22917908295228714,0.26624201713198636,-0.2802888462885677,-0.5512088557401854,-0.513313168730983,0.8906957098793699,1.0,-0.33885171627287924,-0.3128412300784622
-0.2206250350054596,-0.03950187087322836,0.6381685809253447,0.5772160571510109,0.15013585615829633,0.10906842540842114,0.015885048792380743,-0.5115342097731316,0.2686421826338875,0.19095954318976555,-0.2482567207979925,-0.33885171627287924,1.0,0.9831419210871782
-0.20610794148533865,-0.04350436940829609,0.6043465387164619,0.5668549732864915,0.15525536496362197,0.12359382829781279,0.024452024926490103,-0.5553238100828509,0.24296572513082748,0.18555757315211263,-0.24398609351954295,-0.3128412300784622,0.9831419210871782,1.0
